Organization Name,Organization Name URL,Industries,Headquarters Location,Description,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,CB Rank (Company),Number of Funding Rounds,LinkedIn,Website,Founders
CloudBolt,https://www.crunchbase.com/organization/cloudbolt-software,"Cloud Computing, Cloud Management, Enterprise Software, Information Technology, IT Management, Private Cloud, SaaS, Software","Rockville, Maryland, United States",CloudBolt unifies private and public cloud into a single enterprise hybrid cloud where end-users can manage and orchestrate IT resources.,23000000,USD,23000000,Series A,"3,101",3,https://www.linkedin.com/company/cloudbolt/,https://www.cloudbolt.io,"Alexandre Augusto da Rocha, Bernard Sanders, Bill Schell, John Menkart"
Flowhub,https://www.crunchbase.com/organization/flowhub,"Business Intelligence, Cannabis, Enterprise, Internet, Point of Sale, Retail Technology, SaaS, Small and Medium Businesses, Software","Denver, Colorado, United States",Flowhub is the leading cannabis retail management platform for modern dispensaries.,23000000,USD,23000000,Series A,"5,801",3,https://www.linkedin.com/company/flowhub,http://flowhub.com,Kyle Sherman
Nordcloud,https://www.crunchbase.com/organization/nordcloud,"Cloud Computing, Information Services, Software","Helsinki, Southern Finland, Finland",Helping enterprises leverage the public cloud to transform their business.,20000000,EUR,22530997,Series A,"10,049",3,https://www.linkedin.com/company/nordcloud-ltd,http://nordcloud.com,Fernando Herrera
Bynder,https://www.crunchbase.com/organization/bynder,"Brand Marketing, Cloud Computing, Digital Media, Marketing Automation, SaaS, Software","Amsterdam, Noord-Holland, The Netherlands",Bynder is a provider of a digital asset management (DAM) platform designed to offer a smart way to find and share creative files.,22200000,USD,22200000,Series A,"3,205",2,https://linkedin.com/company/bynder,https://www.bynder.com,"Chris Hall, Roland Keijzer"
Phantom AI,https://www.crunchbase.com/organization/phantom-ai,"Artificial Intelligence, Automotive, Machine Learning, Software","Burlingame, California, United States",Phantom AI is a software-based vehicle stack that allows Tier 1 suppliers and OEMs to customize and configure for unparalleled flexibility.,22000000,USD,22000000,Series A,"4,039",2,https://www.linkedin.com/company/phantom-ai/,http://www.phantom.ai,"Chan Kyu Lee, Hyunggi Cho"
PlanetScale,https://www.crunchbase.com/organization/planetscale,"Database, Information Technology, Software","Mountain View, California, United States","PlanetScale builds a database-as-a-service offering on Vitess, an open source sharding middleware system for MySQL.",22000000,USD,22000000,Series A,"4,874",2,https://www.linkedin.com/company/planetscale/,http://planetscale.com/,"Jitendra Vaidya, Sugu Sougoumarane"
Codility,https://www.crunchbase.com/organization/codility,"Big Data, Consulting, Employment, Human Resources, Information Technology, Internet, Recruiting, SaaS, Skill Assessment, Software","London, England, United Kingdom","Codility is a SaaS platform that helps tech recruiters and hiring managers engage, recruit, and train stronger engineers, faster.",22000000,USD,22000000,Series A,"4,933",2,http://www.linkedin.com/company/codility,http://www.codility.com,"Greg Jakacki, Tomasz Walen"
ZAF Energy Systems,https://www.crunchbase.com/organization/zaf-energy-systems,"Hardware, Software","Joplin, Missouri, United States","ZAF Energy Systems develops battery technology that is safe, high in energy, low in cost and weight, and environment friendly.",22000000,USD,22000000,Series A,"18,301",4,https://www.linkedin.com/company/zaf-energy-systems,http://zafsys.com,Craig Wilkins
Lightmatter,https://www.crunchbase.com/organization/lightmatter-inc,"Artificial Intelligence, Hardware, Machine Learning, Software","Boston, Massachusetts, United States",Lightmatter is an AI hardware company that uses integrated optical technology.,22000000,USD,22000000,Series A,"45,231",2,https://www.linkedin.com/company/18377405/,https://lightmatter.co/,"Darius Bunandar, Nicholas Harris, Thomas Graham"
DiffBlue,https://www.crunchbase.com/organization/diffblue,"Artificial Intelligence, Developer Tools, Software","Oxford, Oxfordshire, United Kingdom","An Oxford spin-out using AI to write code, starting with Java unit test suites that catch errors earlier and faster in a DevOps pipeline",17000000,GBP,21782277,Series A,"11,986",2,https://www.linkedin.com/company/diffblue/,https://www.diffblue.com/,"Daniel Kroening, Peter Schrammel"
CloudMosa,https://www.crunchbase.com/organization/cloudmosa,"Cloud Computing, Mobile, Software, Web Browsers","Saratoga, California, United States",CloudMosa is a mobile technology company committed to accelerating and enriching the mobile web browsing experience.,21625000,USD,21625000,Series A,"19,136",1,,http://www.cloudmosa.com,Shioupyn Shen
Nuco,https://www.crunchbase.com/organization/nuco,"Blockchain, Enterprise Software, Information Technology, Software, Software Engineering","Toronto, Ontario, Canada",Nuco is building the framework for blockchain-enabled enterprise infrastructure,27000000,CAD,21579163,Series A,"26,986",2,https://www.linkedin.com/company/nuco,https://nuco.io/,"Jin Tu, Kesem Frank, Matthew Spoke"
KNIME,https://www.crunchbase.com/organization/knime,"Analytics, Artificial Intelligence, Big Data, Information Technology, Machine Learning, Software","Zürich, Zurich, Switzerland",KNIME develops open source data science software.,20000000,EUR,21474941,Series A,"4,434",1,https://www.linkedin.com/groups?gid=2212172,http://www.knime.com/,Michael Berthold
Streamlit,https://www.crunchbase.com/organization/streamlit,"Computer Vision, Machine Learning, Software","San Francisco, California, United States",Streamlit is an open-source app framework that includes artificial intelligence and machine learning to build predictive models.,21000000,USD,21000000,Series A,388,2,https://www.linkedin.com/company/streamlit/,https://www.streamlit.io,"Adrien Treuille, Amanda Kelly, Thiago Teixeira"
Xcalar,https://www.crunchbase.com/organization/xcalar,"Analytics, Big Data, Enterprise Software, Software","San Jose, California, United States",Xcalar is a business analytics platform to discover meaningful insights from modern data.,21000000,USD,21000000,Series A,"7,162",3,http://www.linkedin.com/company/xcalar-inc-,http://www.xcalar.com/,"Brent Lim Tze Hao, Jerene Yang, Rebecca Ye, Vikram Joshi"
RevJet,https://www.crunchbase.com/organization/revjet,"Advertising, Advertising Platforms, Digital Marketing, Digital Media, Local Advertising, Marketing, Mobile Advertising, Software","San Carlos, California, United States","RevJet is the first comprehensive Ad Experience Platform, for every audience, channel, format, inventory, and device.",21000000,USD,21000000,Series A,"16,745",1,https://linkedin.com/company/revjet,http://www.revjet.com,"Craig Zeldin, Mitchell Weisman, Serge Ioffe"
Sound Vision,https://www.crunchbase.com/organization/sound-vision-2,"Developer Tools, Enterprise Software, Software, Software Engineering","Framingham, Massachusetts, United States",Sound Vision is a leading developer of highly integrated software and silicon solutions.,21000000,USD,21000000,Series A,"349,411",1,,http://www.soundvisioninc.com,
Anyscale,https://www.crunchbase.com/organization/anyscale,"Developer Platform, Information Technology, Open Source, Software","Berkeley, California, United States",Anyscale provides an application development platform for developers to build distributed applications.,20600000,USD,20600000,Series A,"4,676",1,https://www.linkedin.com/company/joinanyscale/,https://anyscale.com/,"Ion Stoica, Michael I. ​ Jordan, Philipp Moritz, Robert Nishihara"
Nervana,https://www.crunchbase.com/organization/nervana-systems,"Analytics, Artificial Intelligence, Big Data, Cloud Computing, Hardware, Information Technology, Machine Learning, Open Source, Software","San Diego, California, United States",Nervana is building technology to power the next generation of intelligent applications.,20500000,USD,20500000,Series A,"11,518",3,https://www.linkedin.com/company/nervanasys/,http://nervanasys.com,"Amir Khosrowshahi, Arjun Bansal, Naveen Rao"
Peltarion,https://www.crunchbase.com/organization/peltarion,"Artificial Intelligence, Machine Learning, SaaS, Software","Stockholm, Stockholms Lan, Sweden",Create real-world AI applications – at scale and at speed – with the first operational AI platform from Peltarion.,18000000,EUR,20330758,Series A,"9,647",3,https://www.linkedin.com/company/peltarion/,http://peltarion.com/,"Luka Crnkovic-Friis, Måns Erlandsson"
Iron Ox,https://www.crunchbase.com/organization/iron-ox,"Agriculture, Green Building, GreenTech, Robotics, Software, Sustainability","San Carlos, California, United States",Iron Ox develops robotic greenhouses to make the highest quality products that are accessible to everyone.,20250000,USD,20250000,Series A,"6,535",5,https://www.linkedin.com/company/7930490/,http://www.ironox.com/,"Brandon Alexander, Jon Binney"
BoomTown,https://www.crunchbase.com/organization/boomtown,"Internet, Real Estate, Software","Charleston, South Carolina, United States",BoomTown is an end-to-end web marketing system for real estate professionals.,20100000,USD,20100000,Series A,"4,967",1,http://www.linkedin.com/company/boomtown---real-estate-web-platform,http://www.BoomTownROI.com,"Cooper Bane, Grier Allen"
Alpha Health,https://www.crunchbase.com/organization/alpha-health,"Health Care, Software","San Francisco, California, United States",Alpha Health provides Unified Automation to revenue cycle management (RCM) teams at health systems.,20000000,USD,20000000,Series A,854,2,https://www.linkedin.com/company/alphahealthai/,https://alphahealth.com/,
Vi,https://www.crunchbase.com/organization/lifebeam,"Fitness, Health Care, Software, Wellness","New York, New York, United States","Vi delivers on-demand cardio audio workouts that are fun, effective, and adapt to you in real-time while anyone works out.",20000000,USD,20000000,Series A,"2,520",6,https://www.linkedin.com/company/vitrainer/,https://vitrainer.com/,"Omri Yoffe, Zvika Orron"
Tecton,https://www.crunchbase.com/organization/tecton,"Artificial Intelligence, Big Data, Cloud Data Services, Machine Learning, Predictive Analytics, Software","San Francisco, California, United States","The data platform for machine learning, from the creators of Uber Michelangelo. Build a library of great features, serve them in production.",20000000,USD,20000000,Series A,"2,663",2,https://www.linkedin.com/company/tectonai,https://tecton.ai/,"Jeremy Hermann, Kevin Stumpf, Mike Del Balso"
MinIO,https://www.crunchbase.com/organization/minio-inc,"Big Data, Cloud Storage, Data Center, Internet, Open Source, Software","Palo Alto, California, United States",Minio is the fastest growing Cloud Storage software provider.,20000000,USD,20000000,Series A,"3,890",2,https://www.linkedin.com/company/minio-inc-,https://www.min.io,"Anand Babu Periasamy, Frederick Kautz, Garima Kapoor, Harshavardhana ."
Quantiphi,https://www.crunchbase.com/organization/quantiphi,"Artificial Intelligence, Cloud Data Services, Machine Learning, Software","Marlborough, Massachusetts, United States",Quantiphi is a category defining data science and machine learning software and services company.,20000000,USD,20000000,Series A,"3,987",2,https://www.linkedin.com/company/quantiphi-inc-,http://www.quantiphi.com/,"Asif Hasan, Reghu Hariharan, Ritesh Patel, Vivek Khemani"
ActivTrak,https://www.crunchbase.com/organization/activtrak,"Business Intelligence, Information Services, SaaS, Software","Austin, Texas, United States","ActivTrak is the only cloud-native user Activity Monitoring (UAM) tool to help teams improve security, compliance and productivity.",20000000,USD,20000000,Series A,"4,095",1,https://www.linkedin.com/company/activtrak-com,https://activtrak.com/,"Anton Seidler, Herbert Axilrod"
