Organization Name,Organization Name URL,Industries,Description,CB Rank (Company),LinkedIn,Website,Founders,Headquarters Location
En-Vir,https://www.crunchbase.com/organization/en-vir,"Architecture, Virtual Reality",En-Vir is a company dedicated to the creation of Virtual Environments as an added service in different areas.,"971,435",,http://www.en-vir.com,,"Seville, Andalucia, Spain"
DataSurfhouse,https://www.crunchbase.com/organization/aquadat,Information Technology,"DataSurfhouse provide the surfer the possibility to track realtime sessions, wave length/size, speed and the recreation of his route. ","971,277",https://www.linkedin.com/showcase/datasurfhouse/,http://datasurfhouse.com,Josean Borge,"Bilbao, Pais Vasco, Spain"
PartyAdvisor.net,https://www.crunchbase.com/organization/partyadvisor-1765,Consumer,PartyAdvisor helps you selecting the nightclub which corresponds to your taste.,"971,241",,http://partyadvisor.net/,"Nikolaj Abrahamsen, Pierre-Louis Boeshertz","London, England, United Kingdom"
Web Hosting Coupons,https://www.crunchbase.com/organization/web-hosting-coupons-2,Web Hosting,Best web hosting coupons on daily basis,"971,076",,https://webhostingcoupons.io,,"Brooklyn, New York, United States"
MozEco project,https://www.crunchbase.com/organization/mozeco-project,"Farming, Sustainability",Sustainable Development business project in Mozambique,"970,995",,,Filipe Espinha,"Luxembourg, Luxembourg, Luxembourg"
Digitale Jobs,https://www.crunchbase.com/organization/digitale-jobs,"Freelance, Internet, Marketplace",Freelance Marketplace,"970,967",,,"Claus von Arenstorff, Mark Laursen","Aalborg, Nordjylland, Denmark"
Lokaler Schlüsseldienst,https://www.crunchbase.com/organization/lokaler-schlüsseldienst,Location Based Services,A German key service plattform that refers verified service providers to endcustomers.,"970,905",,http://www.lokaler-schluesselnotdienst.de/,,"Berlin, Berlin, Germany"
Hydrosyst,https://www.crunchbase.com/organization/hydrosyst,"Agriculture, Energy, Manufacturing",Hydrosyst is launching a project to build a Tidal Water Power Plant,"970,810",,http://www.hydrosyst.eu/,,"London, England, United Kingdom"
Install51,https://www.crunchbase.com/organization/install51,"Advertising, Apps",Install51 is a top secret app install ads company.,"970,782",,http://install51.com,,"Los Angeles, California, United States"
in4U.support,https://www.crunchbase.com/organization/in4u-support,"Advertising, Database, Lead Generation, Marketing","in4U.support is a telemarketing agency that helps with marketing, prospecting, lead generation and qualification, Quote follow-up and many.","970,779",https://www.linkedin.com/company/in4u.support/?originalSubdomain=nl,http://www.in4u.support,,"Gent, Oost-Vlaanderen, Belgium"
Pixieapp,https://www.crunchbase.com/organization/pixieapp,"E-Commerce, Internet",Encuentra un profesional para cada ocasión,"970,517",https://www.linkedin.com/company/pixie-app-inc/,https://pixieapp.net,,"Barcelona, Catalonia, Spain"
justG,https://www.crunchbase.com/organization/justg,"Management Consulting, Professional Services",justG is a business management consulting firm.,"970,451",https://www.linkedin.com/company/justg-business-consulting,https://justg.com.au/,,"Sydney, New South Wales, Australia"
Pickbrella,https://www.crunchbase.com/organization/pickbrella,Consumer Lending,Pickbrella is First umbrella renting stations.,"970,450",,http://www.pickbrella.unisales.co.uk/,,"London, England, United Kingdom"
Currency Remit,https://www.crunchbase.com/organization/currency-remit,Financial Services,Currency Remit is a Financial Service based company.,"970,413",,,,"London, England, United Kingdom"
Silicon Valley Race,https://www.crunchbase.com/organization/silicon-valley-race,"Advertising, Internet of Things, Marketing, News, Publishing, Social Media",A cross-border media that reports startups and technologies in the U.S. to Chinese audience.,"970,364",,,,"San Francisco, California, United States"
KC Developments - Internet Reputations,https://www.crunchbase.com/organization/kc-developments-internet-reputations,"Analytics, Google, Internet, Reputation, Search Engine, SEO, Web Browsers, Web Design, Web Development",Online Reputation Management (ORM),"970,342",https://www.linkedin.com/in/kevinporaeriepa/,,Kevin Pora,"Louisville, Kentucky, United States"
Musical Pairing Inc.,https://www.crunchbase.com/organization/musical-pairing-inc,Music,Musical Pairing  is a Elevate your food with music,"970,337",,http://www.musicalpairing.com/,Barbara Werner,"New York, New York, United States"
The Billups Woods Agency,https://www.crunchbase.com/organization/the-billups-woods-agency-2,"Consulting, Health Care, Legal, Medical",Specializing in holistic-pet wellness & legal issues,"970,312",,,,"Metairie, Louisiana, United States"
Farmers Insurance Rex Ready Agency,https://www.crunchbase.com/organization/farmers-insurance-rex-ready-agency,Insurance,"Auto Insurance in Arvada, CO","970,296",,http://farmersagent.com/rready,,"Arvada, Colorado, United States"
Catholic Cases,https://www.crunchbase.com/organization/catholic-cases,"Apps, Mobile Apps","The Catholic Cases app collects, categorizes and stores all of the official moral teachings of the Catholic Church in one place.","970,007",https://www.linkedin.com/company/catholic-cases/,http://catholiccase.com,Ryan Bilodeau,"Concord, New Hampshire, United States"
effectChange.,https://www.crunchbase.com/organization/effectchange,"Association, Non Profit",effectChange. funds projects by local non-profit organizations in developing countries.,"969,936",,http://effect-change.org/,"Matthew Martin, Vincent Magnenat","Geneva, Geneve, Switzerland"
Cruceritis,https://www.crunchbase.com/organization/cruceritis,"Tourism, Travel",Cruceritis is a tour operator company.,"969,903",,https://cruceritis.com,,"Girona, Catalonia, Spain"
Haze HOPE Center,https://www.crunchbase.com/organization/haze-hope-center,"Communities, Education, Government, Health Care, Non Profit",Community Organization,"969,894",,http://Hazehopecenter.org,Hazey Taughtme,"York, Pennsylvania, United States"
Networklink,https://www.crunchbase.com/organization/networklink,"Human Resources, Recruiting, Staffing Agency",NETWORKLINK is a recruitment firm that offers services for digital professionals or leaders looking out for job.,"969,846",https://www.linkedin.com/company/networklink-digital-professionals/,http://www.networklink.nl,,"Haarlem, Noord-Holland, The Netherlands"
five senses project,https://www.crunchbase.com/organization/five-senses-project,"Audio, Media and Entertainment",five senses project is a multisensory audio-visual producer for events.,"969,828",,http://www.fivesensesproject.com/,,"Urueña, Castilla y Leon, Spain"
SpectrePay,https://www.crunchbase.com/organization/spectrepay,"B2B, Internet, Mobile Payments","The modern B2B High Risk Payment Processor, designed for today's Internet. Accept Credit cards on your site and mobile device","969,757",,http://www.spectrepay.com,,"Los Angeles, California, United States"
Recruiter Round Table,https://www.crunchbase.com/organization/recruiter-round-table,Recruiting,Recruiter Round Table (RRR) streamlines technical talent & the hiring process ,"969,515",,http://www.recruiterroundtable.io,Chris Hodge,"San Francisco, California, United States"
Brett Middleton,https://www.crunchbase.com/organization/brett-middleton,Internet,Ideall.io is a growth planning tool made to help you reach your ideal life,"969,486",,http://www.ideall.io,,"Minneapolis, Minnesota, United States"
FLS Services,https://www.crunchbase.com/organization/fls-services,"Financial Services, Information Technology",FLS Services is a provider of indirect lending technical support services.,"969,323",https://www.linkedin.com/company/fls-services/,https://fls-services.net/,,"Plano, Texas, United States"
"Zervos & Calta, PLLC",https://www.crunchbase.com/organization/zervos-calta-pllc-tarpon-springs,Legal,Personal Injury Attorney,"969,270",https://www.linkedin.com/company/zervos&caltapllc,https://www.zervosinjurylaw.com/tarpon-springs-personal-injury-lawyers/,,"Tarpon Springs, Florida, United States"
Copenhagen Con Joint,https://www.crunchbase.com/organization/copenhagen-con-joint,,Copenhagen Con-Joint are involved in a number of international research projects that provides statistical expertise.,"969,049",,http://www.cphcj.com,Rune Skardhamar,"Copenhagen, Hovedstaden, Denmark"
Youngshin Co,https://www.crunchbase.com/organization/youngshin-co,"Machinery Manufacturing, Manufacturing, Product Design",YoungShin develops mechatronics parts and are exporting them to domestic and global markets.,"968,884",,http://youngshin.hu,,"Szada, Pest, Hungary"
OrexBio Inc.,https://www.crunchbase.com/organization/orexbio-inc,"Biotechnology, Health Care, Medical",OrexBio is a biotech startup focusing on converting needles to pills for vaccine,"968,814",,http://www.orexbio.com,,"Los Angeles, California, United States"
Salons,https://www.crunchbase.com/organization/salons,Beauty,Salons is Ukraine's online beauty booking service,"968,635",https://www.linkedin.com/company/salonscompany/,http://salons.ua,,"Kiev, Kyyivs'ka Oblast', Ukraine"
Travelundo,https://www.crunchbase.com/organization/travelundo,Travel,"Travelundo is a platform to inspire and book unique travel experiences in Azores, Cape Verde, Canary Islands and Madeira.","968,633",,https://www.travelundo.com/,,"Las Palmas De Gran Canaria, Canarias, Spain"
Weldon Woodwork,https://www.crunchbase.com/organization/weldon-woodwork,"Consulting, E-Commerce, Product Design",We are one of the Reputed Kitchen Design firm who work towards 100% customer satisfaction.,"968,495",,http://www.weldonwoodwork.com,,"Cartwright, Manitoba, Canada"
Komel,https://www.crunchbase.com/organization/komel,"Building Material, Consumer Goods, E-Commerce","Komel is a webshop that offers a huge range of products online including Bosch professional, household tools and building materials.","968,105",,http://komel.com.ua,,"Kharkov, Kharkivs'ka Oblast', Ukraine"
Travel Aid Pty Ltd,https://www.crunchbase.com/organization/travel-aid-pty-ltd,Travel,"Helping you travel, putting a multi-tool app in your pockets to simplify your travel experience","968,051",,http://www.travelaid.net.au,,"Sydney, New South Wales, Australia"
The Business Club,https://www.crunchbase.com/organization/the-business-club,"Association, Events","The Business Club is events company operating in Switzerland and the United Kingdom, specialising in members-only networking events.","967,896",,http://www.the-businessclub.ch,,"Hergiswil, Luzern, Switzerland"
Copperbottom,https://www.crunchbase.com/organization/copperbottom,"Manufacturing, Marketing Automation, Real Time, Software",Copperbottom is a real time software solution for the construction and manufacturing sectors.,"967,622",https://www.linkedin.com/company/copper-bottom-limited/,http://www.copperbottom.ca,,"Edmonton, Alberta, Canada"
Blossm Technologies,https://www.crunchbase.com/organization/blossm-technologies,Crowdfunding,Blossm Technologies is the first software platform allowing Loyalty Scheme members to convert their rewards into crowdfunding investment.,"967,614",,,,"London, England, United Kingdom"
Randall Miller Holdings,https://www.crunchbase.com/organization/randall-miller-holdings,Communities,Randall Miller Holdings is an investment and community-based company whose goal is to help improve the lives and neighborhoods,"967,491",,http://randall-miller-holdings.com/,,"Pasadena, California, United States"
Zedd Ltd,https://www.crunchbase.com/organization/zedd-ltd,"Internet of Things, iOS, Mobile, Social Media",Social Networking App,"967,433",,https://iwishsocial.io/,,"London, England, United Kingdom"
Algorhythmics,https://www.crunchbase.com/organization/quantbox,Trading Platform,Bespoke Blackbox Trading Strategy Development,"967,356",,,,"Chicago, Illinois, United States"
Basti&Lorenz,https://www.crunchbase.com/organization/basti-lorenz,"Agriculture, Food and Beverage, Hospitality",Munich Food Company,"967,337",https://www.linkedin.com/company/18388427/,http://bastiundlorenz.de,,"Munich, Bayern, Germany"
